email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
Return 81818 cables - wrong length delivered,return_request,,81818.0,cables,return 81818 cables wrong length delivered,42,6
Subj: Case 0831 - Please send your insurance certificate (COI) for our vendor file.,out_of_scope,,,,please send your insurance certificate coi for our vendor file,62,10
Order 5599810 shows balance due 72.30. We paid last week—why still due?,credit_and_collections,,5599810.0,,order 5599810 shows balance due 72 30 we paid last week why still due,69,14
Need to change quantity on order 775090 from 10 to 6. pls confirm when done,order_modification_request,medium,775090.0,,need to change quantity on order 775090 from 10 to 6 pls confirm when done,74,15
Need invoice for order 6832104 for fiscal year 2024 wrap-up. When can you send?,invoice_request,low,6832104.0,,need invoice for order 6832104 for fiscal year 2024 wrap up when can you send,77,15
"Need to add purchase order number to invoice for order 21222, invoice for May",invoice_request,low,21222.0,,need to add purchase order number to invoice for order 21222 invoice for may,76,14
"Subj: Case 0531 - Laptop datasheet/spec sheet, version v2026.02 if you have.",product_docs,,,laptop,laptop datasheet spec sheet version v2026 02 if you have,56,10
Subj: Case 0332 - Can you confirm if order 65012 printer is backordered? placed 2 weeks ago.,order_status,,65012.0,printer,can you confirm if order 65012 printer is backordered placed 2 weeks ago,72,13
"Subj: Case 0791 - Printer duplex printing option missing, how to enable? not urgent.",technical_support,low,,printer,printer duplex printing option missing how to enable not urgent,63,10
Safety manual for monitor MTR-202 no version known,product_docs,,,monitor,safety manual for monitor mtr 202 no version known,50,9
We got part of our server rack shipment but one box is missing (order 391047). Can you confirm if its split or lost?,delivery_issue,medium,391047.0,server rack,we got part of our server rack shipment but one box is missing order 391047 can you confirm if its split or lost,112,23
"Keyboard backlight broken after first use, order 80808. Very upset overall.",complaints,,,keyboard,keyboard backlight broken after first use order 80808 very upset overall,72,11
Need to change contact email on order 45454 before it ships,order_modification_request,low,45454.0,,need to change contact email on order 45454 before it ships,59,11
"Software license for 00555 not delivered after payment, urgent please",delivery_issue,high,555.0,software license,software license for 00555 not delivered after payment urgent please,68,10
Hold shipment for order 12120 until further notice,order_modification_request,low,12120.0,,hold shipment for order 12120 until further notice,50,8
"Can a sales rep call me about enterprise deals? Region: APAC, company size 1000+.",sales_reps,high,,,can a sales rep call me about enterprise deals region apac company size 1000,76,14
Subj: Case 0974 - Need quote for 6 server racks and check stock for SR-18U-SLIM qty 3.,multiple_intents,,,,need quote for 6 server racks and check stock for sr 18u slim qty 3,67,15
"Cables frayed on arrival, safety issue. really bad",complaints,,,cables,cables frayed on arrival safety issue really bad,48,8
"My printer order 33421 shows  delivered but I'm missing it, can you check?",delivery_issue,high,33421.0,printer,my printer order 33421 shows delivered but i m missing it can you check,71,14
"Pls change shipping address for order 55823 to 123 Main St. It's wrong rn, thanks.",order_modification_request,medium,55823.0,,pls change shipping address for order 55823 to 123 main st it s wrong rn thanks,79,16
"Subj: Case 0131 - The USB-C cables get hot and disconnect, thats scary tbh.",complaints,,,cables,the usb c cables get hot and disconnect thats scary tbh,55,11
"The router drops connection multiple times a day, and yes we updated firmware. Honestly super frustrating.",complaints,,,router,the router drops connection multiple times a day and yes we updated firmware honestly super frustrating,103,16
"Subj: Case 0011 - Order 51011 monitor shipment shows 'exception' and no updates, pls advise soon.",delivery_issue,medium,51011.0,monitor,order 51011 monitor shipment shows exception and no updates pls advise soon,75,12
Very unhappy: laptop hinge cracked after 2 weeks of light use.,complaints,,,laptop,very unhappy laptop hinge cracked after 2 weeks of light use,60,11
Complaint: router wifi speed much slower than promised. very unhappy,complaints,,,router,complaint router wifi speed much slower than promised very unhappy,66,10
"Subj: Case 0782 - Server rack fans (if included) are noisy, is there a spec or fix?",technical_support,low,,server rack,server rack fans if included are noisy is there a spec or fix,61,13
"Technical issue: server rack shelf warped during install, need support",technical_support,medium,,server rack,technical issue server rack shelf warped during install need support,68,10
Is monitor warranty covered for cracked screen? order 55855,order_status,,55855.0,monitor,is monitor warranty covered for cracked screen order 55855,58,9
"Subj: Case 0697 - Please process refund for order 67006, amount 899.00, reason: server rack missing parts.",refund_request,,67006.0,,please process refund for order 67006 amount 899 00 reason server rack missing parts,84,14
"Subj: Case 0787 - Software license login SSO not working, getting 'invalid tenant', urgent.",technical_support,high,,software license,software license login sso not working getting invalid tenant urgent,68,10
"Out of scope: asking for household appliance support, not offered",out_of_scope,,,,out of scope asking for household appliance support not offered,63,10
Are you doing charity donations? Asking about sponsoring local schools.,out_of_scope,,,,are you doing charity donations asking about sponsoring local schools,69,10
Need invoice for 55666 - Q1 2026. thanks,invoice_request,low,55666.0,,need invoice for 55666 q1 2026 thanks,37,7
"Subj: Case 0829 - Do you have a public API? we want to integrate, pls send docs link.",out_of_scope,,,,do you have a public api we want to integrate pls send docs link,64,14
"Subj: Case 0200 - We need a payoff letter for order 62039, outstanding shows $260.00.",credit_and_collections,,62039.0,,we need a payoff letter for order 62039 outstanding shows 260 00,64,12
Subj: Case 0355 - Tablet order 65035: when will it ship? ordered 8 days ago.,order_status,,65035.0,tablet,tablet order 65035 when will it ship ordered 8 days ago,55,11
"Subj: Case 0040 - Keyboard order 51040 is stuck 'awaiting pickup' at facility, can you release it?",delivery_issue,medium,51040.0,keyboard,keyboard order 51040 is stuck awaiting pickup at facility can you release it,76,13
"Printer driver errors on Windows 10, need fix",technical_support,medium,,printer,printer driver errors on windows 10 need fix,44,8
"Subj: Case 0483 - Need spec sheet for monitor, version v1.4 if that exists.",product_docs,,,monitor,need spec sheet for monitor version v1 4 if that exists,55,11
"Subj: Case 0720 - Please process refund for order 67029, amount 2600, reason: server rack damaged in transit.",refund_request,,67029.0,,please process refund for order 67029 amount 2600 reason server rack damaged in transit,87,14
"Do you have the maintenance manual for the printer, edition 2023?",product_docs,,,printer,do you have the maintenance manual for the printer edition 2023,63,11
Order 731006 for a keyboard is delayed again (3rd time). Any chance to expedite??,delivery_issue,high,731006.0,keyboard,order 731006 for a keyboard is delayed again 3rd time any chance to expedite,76,14
Do you partner with affiliates? Curious.,out_of_scope,,,,do you partner with affiliates curious,38,6
"My router won't boot, keeps beeping. Need tech support asap",technical_support,high,,router,my router won t boot keeps beeping need tech support asap,57,11
"Subj: Case 0550 - Need sales rep in Netherlands, company size 90, urgent for purchasing.",sales_reps,high,,,need sales rep in netherlands company size 90 urgent for purchasing,67,11
Printer repair bill higher than quoted — complaint,complaints,,,printer,printer repair bill higher than quoted complaint,48,7
Order 772040: pls refund 49.95 for the shipping upgrade—i paid for overnight and it arrived 3 days later,refund_request,,772040.0,,order 772040 pls refund 49 95 for the shipping upgrade i paid for overnight and it arrived 3 days later,103,20
Subj: Case 0239 - Need a consolidated invoice for Apr 2026 period if possible.,invoice_request,medium,,,need a consolidated invoice for apr 2026 period if possible,59,10
"Subj: Case 0692 - Refund request for order 67001, amount 1299.00, reason: laptop arrived damaged.",refund_request,,67001.0,,refund request for order 67001 amount 1299 00 reason laptop arrived damaged,75,12
"Subj: Case 0006 - Order 51006 server rack delivery keeps getting delayed, we need it by tomorrow, urgent.",delivery_issue,high,51006.0,server rack,order 51006 server rack delivery keeps getting delayed we need it by tomorrow urgent,84,14
"Subj: Case 0317 - Can you change order 64051 from 1 server rack to 2 racks, urgent pls.",order_modification_request,high,64051.0,,can you change order 64051 from 1 server rack to 2 racks urgent pls,67,14
"User manual for tablet TL please, prefer latest version",product_docs,,,tablet,user manual for tablet tl please prefer latest version,54,9
Subj: Case 0254 - Could you send the invoice for order 63029 when you get a sec?,invoice_request,low,63029.0,,could you send the invoice for order 63029 when you get a sec,61,13
Subj: Case 0549 - Can you send contact for sales in Seattle area? small team 30 ppl.,sales_reps,low,,,can you send contact for sales in seattle area small team 30 ppl,64,13
Can you quote pricing for 30 monitors and also tell me if SKU MON-27Q2 is in stock? Need answer today.,multiple_intents,,,,can you quote pricing for 30 monitors and also tell me if sku mon 27q2 is in stock need answer today,100,21
